family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-65c9b52b05ef,1,40,broad,EFTA00826518,,EFTA00826518,blank_recipient,handoff_language,"Attachments: Rue_de_Varenne.pdf the details attached. i send it with the understanding that 2 percent of the purchase price will be paid to the lawyer. how is new york coming, ? are you happy with the cabinet in paris. it looks good in photo.? can you ask florence for a date? thanbks"
draftfam-671f0def34f9,1,40,broad,EFTA00877129,,EFTA00877129,self_copy_with_others,,"Attachments: 7618 01302015.pdf; 5168_02272015.pdf Forwarded message From: Jon Tomlinson Cc: Anastasiya Siro There were two payments to Poland: (1) One for $50,000 on 1/30/15. This came from the Sublime bank account because at that time I wasn't able to wire from the Lviv account and I was asked to do it immediately. If you see the attached statement (acct. ending in 7618 with an end date of 1/30/15), you'll see the $50,000 wire out to Poland and the same amount transferred from the Lviv account "
draftfam-730c73731a65,1,40,broad,EFTA00838027,,EFTA00838027,self_copy_with_others,,"Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Sat, Mar 25, 2017 at 11:04 PM Subject: Fwd: agenda To: Jeffrey Epstein Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Mon, Nov 30, 2015 at 11:21 AM Subject: agenda To: Melanie Spinella 1 fees, amount and to what entities when and responsiblitis. 2. gagosian idea to save a minimum of 10 mill and maybe more. 3. i can walk you through carlyns screw up, 50 % would have made little difference and maybe made it worse . 4. "
draftfam-7bbb57740143,1,40,broad,EFTA01018977,,EFTA01018977,self_copy_with_others,,"Forwarded message ---- From: J Date: Sun, Oct 21, 2018 at 2:17 PM Subject: porn To: jeffrey epstein leevacation@gmail.cotn> https://zhamster.cornivideosischoolgirls-shyla-jennings-and-jackie-marie-7439023timIrelated https://xhamstencom/videos/she-made-us-lesbians-the-hottest-lesbian-scene-7092326#mlrelated https://xhamstencom/videos/lesbian-pussylicked-by-her-horny-girlfriend-69937824mirelated https://xhamstencom/videos/she-made-us-lesbians-three-sweet-girls-70500544mIrelated https://xhamstencom"
draftfam-7be72ffde262,1,40,broad,EFTA00962978,,EFTA00962978,blank_recipient,explicit_draft_language,"if you think it important do it. I do not want anytinig to stand in your way. make sure you talk to bruce first as jack does not like the whole idea. I know you spoke to Jack, and he does not understand the real purpose of this. nor do i . the lawyer said he was going to send jack a draft before he finalized it , and showed it to anyone . this did not happen yet, On Tue, Jun 11, 2013 at 3:19 PM,"
draftfam-7cf21fbb0069,1,40,broad,EFTA00914529,,EFTA00914529,blank_recipient,handoff_language,"please send me the details of your current flight home . I think , we might change it to this week"
draftfam-837f92ec0dc8,1,40,broad,EFTA00879690,,EFTA00879690,blank_recipient,handoff_language,please send me any deals you think are unique .. lets spend more time when you are next in new york
draftfam-8a03aea36b6b,1,40,broad,EFTA00837582,,EFTA00837582,self_copy_with_others,,"Forwarded message ----- From: Jeffrey E leevacation@gmail.com> Date: Wed, Oct 21, 2015 at 3:13 AM Subject: To: Melanie Spinella as brad can attest , I spent time today with joslin, joe. etc. no question at all, a failed experiment. In the words of a banker that made a call on your office. what happened? leon seems to have replaced Eillenn with a team of Shleppers. ? I know you care little for what they may think , but the legacy you leave your kids is just that. you only have 60 days of planning"
draftfam-92f2e9751866,1,40,broad,EFTA00913701,,EFTA00913701,blank_recipient,handoff_language,please send http://www.amazon.cotn/dp/B004BW311 Q/ref=asc df BOO4BW3I1Q1592868? smid=A2LPCXI4JWH6NE&tag=dealtmp3677- 20&linkCode=asn&creative=395105&creativeASIN=B004BW3 I IQ to noahs daughter
draftfam-938e1015fdb0,1,40,broad,EFTA02517896,"August 29, 2014",EFTA02517896,blank_recipient,handoff_language,"Jabor Y. Subject: Re: thanks On Fri, August 29, 2014 at 3:54 PM, Jabor Y. wrote: I'm still waiting for som= details and we send it to you soon. He is a very good architecture and he=did nice house's. Sorry for delay"
draftfam-941a1ae99e70,1,40,broad,EFTA01167523,,EFTA01167523,self_copy_with_others,,"Inline-Images: unnamed; unnamed(I); unnamed(2); unnamed(3); unnamed(4) Forwarded message From: Jeffrey Epstein leevacation@gmail.com> Date: Fri, Feb 7, 2014 at 6:04 PM Subject: Fwd: percentages get a read from your team [C] To: Jeffrey Epstein Forwarded message From: Jeffrey Epstein leevacation@gmail.com> Date: Wed, Feb 5, 2014 at 4:38 PM Subject: Fwd: percentages get a read from your team [C] To: Jeffrey Epstein Forwarded message From: Tazia Smith •cl Date: Tue, Feb 4, 2014 at 3:25 PM Subject: "
draftfam-9a62f88a013a,1,40,broad,EFTA01876296,"June 21, 2012",EFTA01876296,self_copy_with_others,,"Hi Cecile, This comes from my recent article on The Edeyo Foundation in Haiti. It's from the largest school supplier in the US and they would like to help schools in Haiti. This could be a terrific resource for Edeyo. Any chance of putting them in touch with the head of Edeyo? Thank you! Hope you are well, Christina Forwarded message From: Mitch Bonder Date: Wed, Jun 20, 2012 at 3:35 PM Subject: Can our Projects by Design team help new school in Haiti To: jeffreyepeinorg@gmail.com Dear Sir or Ma"
draftfam-a19b2e9617df,1,40,broad,EFTA00979023,,EFTA00979023,blank_recipient,explicit_draft_language,"territory,? notice and cure period so that they can't merely refuse to pay you the claiming the last day you had breeched, I would call him and ask,' jonathan , are you sure re the territroy, our last draft and the limited part agrement had ny nj. I understood , that though i asked for two restaurants in ny , barry said, only outside. I think a notice and cure provision for breech should be included, so that i have an opprtunity to cure, before I am told no 500k because we think there has been a"
draftfam-a7b00d22e311,1,40,broad,EFTA00837941,,EFTA00837941,self_copy_with_others,,"Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Mon, Oct 24, 2016 at 9:08 PM Subject: To: Melanie Spinella spoke to brad, he and i are in total agreement some decisions need to be made. . ( 1031 asap ) as you might already know jell brodsky is retiring from E and Y . makes it all the more important for barry to come on board, fyi very few things on the two years old list of acutally got done. your 5 billion dollar operationis in the hands of Tom Turin , Rch joslin, and john castru"
draftfam-b256cc89b43b,1,40,broad,EFTA00953740,,EFTA00953740,self_copy_with_others,,"Inline-Images: image9.jpeg; image8.jpeg; image4.jpeg; imageljpeg; image3.jpeg; image10.jpeg; image2.jpeg; image6.jpeg; image' 1 jpeg; image7jpeg; image2.JPG; image5.jpeg Forwarded message From: Ann Rodriquez Which Cabana doors would you like to fill in with Sheet rock? 2,image 1 jpeg;5mage2jpeg2image3jpegglimage4jpeggimage5jpegg,,Image6jpeggjmage7jpeg 2,image8jpeg;5mage9jpeg;limage10.jpegglimage 1 1 jpeg Ann R."
draftfam-b27a8e787ec9,1,40,broad,EFTA00981338,,EFTA00981338,blank_recipient,formal_salutation,"dear claire, so sorry, as I thought the amount was based on our conversation, I will forward a new bank statement early next week , showing the full amount needed, thank you for all your help."
draftfam-b2927527356e,1,40,broad,EFTA00827054,,EFTA00827054,self_copy_with_others,,"Attachments: Final_Statements.pdf; Checklist_for_Black(11-16-15).doc; Amd_to_Pledge(11-16-15).doc; Loan_Agreement_(11-16-15).docz Forwarded message From: Jeffrey E. Date: Wed, Nov 18, 2015 at 12:54 PM Subject: Fwd: Fw: Bank of America- Leon Black To: Melanie Spinella brad in wayyyy over his head Forwarded message From: Brad Wechsler As discussed.... Sent from my Verizon Wireless BlackBerry From: ""Saul H. Finkelstein"" Date: Mon, 16 Nov 2015 20:56:35 +0000 To: Halperin, Alan S Cc: Martin, Derek ; "
draftfam-b75aba65036a,1,40,broad,EFTA02528958,"February 7, 2018",EFTA02528958,blank_recipient,formal_salutation,"Dear Jeffrey Thank you so much for you help and support! I'm very very grateful!=Xx Best, 1"
draftfam-b87ac7be60a1,1,40,broad,EFTA00575091,,EFTA00575091,blank_recipient,handoff_language,">, Karina Shuliak there is a chart in the dining room with the rothchold shield on it. can you scan and send it , if you find it."
draftfam-c07b0831abad,1,40,broad,EFTA00928654,,EFTA00928654,blank_recipient,explicit_draft_language,"yes you On Sun, Feb 5, 2012 at 11:19 PM, c wrote: Jeffrey, Here is the final draft with Mick Bailey's company name and address, Do I have your permission to sign Loi ? or do you prefer Darren to sign? Thx Larry Sent via BlackBerry by AT&T Original Message----- From: Darren Indyke Date: Sun, 5 Feb 2012 16:46:03 To: LvjetS Subject: Re: Bell 430 LOI with name and address Just cleaned it up a little. Here it is. Darren K. Indyke Darren K. Indyke, PLLC 301 East 66th Street, 10B New York, New York 100"
draftfam-c0ccc1e3a76d,1,40,broad,EFTA01051526,,EFTA01051526,self_copy_with_others,,"Attachments: Black_Family_Partnersn Response_to_IRS_Questions_DRAFT_v4.pdf Forwarded message From: Halperin, Alan S Date: Mon, May 2, 2016 at 3:12 PM Subject: Empire To: ""jeffrey E."" Empire heeded your suggestions. See attachment. Are we good to go? Alan S. Halperin I Partner Paul, Weiss, Ftilkind, Wharton & Garrison LLP 1285 Avenue of the Americas I New York NY 10019-6064 Direct Phone) (Direct Fax) This message is intended only for the use of the Addressee and may contain information that is pr"
draftfam-c34a9dc6572b,1,40,broad,EFTA02037214,2009-10-24,EFTA02037214,blank_recipient,handoff_language,"other photos, please send -- **************************************************** The information contained in this communication is confidential, may be attorney-client privileged, may"
draftfam-c34c2bc1788c,1,40,broad,EFTA02608296,"December 28, 2018",EFTA02608296,blank_recipient,handoff_language,"Ms Buhlig. Im writing on behalf of one o= my foundations that gave money to the Origins project for the use olawrence Krauss. I am told I can request from you that the mo=ey is sent to another academic institution, please send me the req=ired forms thanks for your time. --"
draftfam-c6f46a92f97e,1,40,broad,EFTA00991359,,EFTA00991359,blank_recipient,handoff_language,"please send whomever goes out to airporit to stop at sports place and pick up dance hoop, 34 inch, and if they have one with tape already on or buy tape."
draftfam-c8ccb857552a,1,40,broad,EFTA01051506,,EFTA01051506,blank_recipient,handoff_language,"Please send details of your friend that will travel with you , photos etc c"
draftfam-cc7798cf5385,1,40,broad,EFTA00836981,,EFTA00836981,self_copy_with_others,,"ROO) Date: Fri, 13 Apr 2018 21:57:18 +0000 Attachments: 7043611_ROO_Proposal.pdf Forwarded messa e From: Larry Visoski Date: Fri, Apr 13, 2018 at 12:42 PM Subject: Fwd: Gulfstream Proposal for Gulfstream G550 Serial Number 5173 (Quote ID# 7043611 ROO) To: Je vacation Cc: Rich Kahn Jeffrey Quote from Gulfstream for interior mods,. I'll request Gulfstream to separate the Fwd Pocket door re-Venere from Aft LAV door, in case you elect to only accomplish the Cabin Side of Pocket door„ I see no reason"
draftfam-d12476472722,1,40,broad,EFTA01878980,"June 19, 2012",EFTA01878980,self_copy_with_others,,"Hi Jeffrey, I made an appt. tomorrow at 11am to see you. cell: email: --- On Tue, 6/19/12, Jeffrey wrote: From: Jeffrey Subject: Re: links To: """" Date: Tuesday, June 19, 2012, 11:45 AM Come see me today or Tomorw Sorry for all the typos .Sent from my iPhone On Jun 19, 2012, at 11:36 AM, wrote: Hi Jeffrey, some links on the Edeyo Foundation article which went out last night. Wall St. Journal, The Telegraph. http://www.marketwatch.com/story/largest-school-in-haiti-to-be-built-with-the-support- of-"
draftfam-d1dd9a270423,1,40,broad,EFTA00871549,,EFTA00871549,blank_recipient,explicit_draft_language,"what about great russian novels. On Mon, Jan 13, 2014 at 8:10 PM, wrote: Sony I thought I sent it went as a draft :/ so here my selections . Lmk what do you think . I can select 10 courses I like and than the adviser will give comments and feedback . You can just write numbers you agree would be good for me . Thank you so much ! I hope you doing good there w/ o me The tree first courses in global studies you suggested and 4)ULEC 2230 Introduction to Political economy or LECO 4505 world Political"
draftfam-d43847536fff,1,40,broad,EFTA00951831,,EFTA00951831,blank_recipient,handoff_language,"please send eric roth picture of clamshell. s he didn't understand, ."
draftfam-d5007d2fb026,1,40,broad,EFTA02445926,"November 1, 2016",EFTA02445926,blank_recipient,formal_salutation,"Dear Karen, Philippe Castro give me your contact= Can we skype --"
draftfam-d6a869abc479,1,40,broad,EFTA00694628,,EFTA00694628,blank_recipient,handoff_language,"lets start with the 500 hour course.. , that will be 6 months.. please send recent photos.. lesley will sind the school the money"
draftfam-d832bdd32103,1,40,broad,EFTA02036592,2009-10-24,EFTA02036592,blank_recipient,handoff_language,"other photos, please send -- ************************************ The information contained in this communication is"
draftfam-d839d783fc00,1,40,broad,EFTA02529201,"February 7, 2018",EFTA02529201,blank_recipient,explicit_draft_language,"i suggest you see scoltt on friday , but tell penn , you w=ll go awasy with him , , otherwise he will always use the excuse. spend two to three day. anywhere, it will be wo=th it. wrote: I am FaceTiming Raya tomorrow. Very nice and polite so far. From Pen - no news. I =old him last night that the deadline had passed that I couldn't go=on a trip as I simply couldn't believe him anymore. He said they S=me thing that he was ready and wanted to propose in a proper way etc etc. = am done with that fo"
draftfam-dac755b473c5,1,40,broad,EFTA02029259,"Mon, 27 Aug 2012",EFTA02029259,blank_recipient,handoff_language,u prior. For real my dig got into my bag when I returned + ate the jerky- francis is making another 6 oz - which is what they need. So I can send it off- Feeling better/ thanks - actually did 1/2 mile today run- which ill take for now-
draftfam-db287aad5a59,1,40,broad,EFTA01006342,,EFTA01006342,self_copy_with_others,,"Inline-Images: IMG_9923.jpeg; IMG_0034.jpg Forwarded message -------- From: Simon Ghraichy Date: Wed, Jul 25, 2018 at 1:39 PM Subject: Re: Royan - July 27-28th To: jeffrey E. Any chances you'd meet us in Royan on Friday? Here's a photo of last night's concert and we are expecting more people to come still on Friday! Take care, Simon"
draftfam-db2eab40c744,1,40,broad,EFTA00956206,,EFTA00956206,blank_recipient,handoff_language,suggested i contact you it a job in ny. could you please send me your resume. i will after receving it send you a skype request name jeevacation
draftfam-dd6bdd99fef2,1,40,broad,EFTA00863478,,EFTA00863478,blank_recipient,explicit_draft_language,"Try 1 Forwarded message From: Michael Wolff I'm expecting draft back this afternoon. Meanwhile, magazine called me about your photo concerns--and trying to buy photos etc. I don't think they're going to do that. So options are: I) You make the shoot dependent on photo approval and with understanding that material from the shoot can only be used in the context of this article. They probably won't accept this and not having a new photo may kill the piece--on the other hand, they might want the pho"
draftfam-ded504bd8a27,1,40,broad,EFTA01991947,,EFTA01991947,blank_recipient,handoff_language,"please send rosa and jes kenstarrrs office number,, steve cutler can call and use my name"
draftfam-e756c83850b8,1,40,broad,EFTA02575733,"October 6, 2013",EFTA02575733,self_copy_with_others,,"branson. nov 12 -16 woody xmas, . blaine nov 20? Forwarded message == From: Jeffrey Epstein a>> Date: Sun, Oct 6, 2013 at 7:00 AM Subject: To: Lesley Groff , Jeffrey E=stein denial engine. ? music as lens. ? leon =etner, katzenberg, museum of modern music. bottstein, david blaine, ben=fit, tisch game. gates, dinner. *********************************************************************"
